X,Y,address,
790282.645565996,6289581.57323668,10 JAMES O'DONNELL DRIVE BOWENFELS
793667.922950687,6291235.21192699,11 READ AVENUE LITHGOW
786347.502024561,6297144.35181829,42 ROCKY WATERHOLE DRIVE WALLERAWANG
792835.252614855,6291911.81239795,25 HEPBURN STREET MCKELLARS PARK
793254.62571407,6291104.27064139,24 HAYLEY STREET LITHGOW
790449.53454586,6289793.76267042,8 THORNTON AVENUE BOWENFELS
783954.279797328,6298599.81197452,34 HENNING CRESCENT WALLERAWANG
790845.937617338,6290016.91446122,106 LANDA STREET BOWENFELS
776620.57658335,6305795.85492751,16 BURTON STREET PORTLAND
793051.601052059,6291214.69398616,33 SANDFORD AVENUE LITHGOW
784841.949500158,6298704.01166288,7 CARY AVENUE WALLERAWANG
783983.971710271,6298749.58791165,14 HENNING CRESCENT WALLERAWANG
784005.735108412,6298855.18753015,2 HENNING CRESCENT WALLERAWANG
785168.919693579,6299207.14746222,44 MAIN STREET WALLERAWANG
790784.275883016,6288715.23498835,8 FAIRVIEW DRIVE SOUTH BOWENFELS
790759.109751876,6288686.32507713,4 FAIRVIEW DRIVE SOUTH BOWENFELS
783975.072304157,6298704.65384022,20 HENNING CRESCENT WALLERAWANG
777246.449546355,6307694.5098634,57 DRUMKEEN LANE PORTLAND
793791.989386028,6290505.93284149,3 HILL STREET LITHGOW
781150.385115707,6355300.80947435,1346 GLEN ALICE ROAD MOUNT MARSDEN
777257.170659023,6305471.13231868,10 VALE STREET PORTLAND
790840.253721394,6290002.75242541,104 LANDA STREET BOWENFELS
790321.729722789,6289715.46158053,6 KIRBY AVENUE BOWENFELS
790499.941162136,6288627.52716113,965 GREAT WESTERN HIGHWAY SOUTH BOWENFELS
783996.110458191,6299088.61611528,2 RYDAL ROAD WALLERAWANG
793268.81098378,6291045.99501877,8 HAYLEY STREET LITHGOW
793489.538280656,6291227.01991638,37 ROY STREET LITHGOW
790328.263372158,6289561.76787177,6 JAMES O'DONNELL DRIVE BOWENFELS
784001.329138108,6298900.19691297,18 HENRIETTA STREET WALLERAWANG
777319.746298247,6305114.9826716,38 WOLGAN STREET PORTLAND
777006.859966925,6304893.58367238,9 PORTLAND SUNNY CORNER ROAD PORTLAND
781114.665669401,6322622.40661767,3630 CASTLEREAGH HIGHWAY BEN BULLEN
792143.09585712,6290197.02911053,63 METHVEN STREET LITHGOW
793055.222521253,6291202.22779311,31 SANDFORD AVENUE LITHGOW
777911.112652406,6305289.43895416,11 PIPER STREET PORTLAND
793139.800306584,6291741.09320244,70 SANDFORD AVENUE LITHGOW
784040.27562314,6298526.74925918,57 HENNING CRESCENT WALLERAWANG
783951.274572906,6298584.8215055,36 HENNING CRESCENT WALLERAWANG
794320.70531496,6291698.86007329,4 DONALD STREET LITHGOW
783957.272801362,6298614.78484354,32 HENNING CRESCENT WALLERAWANG
792888.122808546,6292188.23437969,55 HEPBURN STREET MCKELLARS PARK
792851.075302919,6291996.25082448,37 HEPBURN STREET MCKELLARS PARK
784736.640383954,6298397.21756806,40 COMMENS STREET WALLERAWANG
797539.876122366,6281356.69298974,22 COLLITS PLACE LITTLE HARTLEY
783954.440017821,6298861.55801062,1C HENNING CRESCENT WALLERAWANG
790336.255785892,6289762.95319809,10 KIRBY AVENUE BOWENFELS
792447.592018247,6289987.89480004,16-20 HILL RANGE CRESCENT LITHGOW
778781.498522243,6329369.70599613,107 GLEN DAVIS ROAD CAPERTEE
792483.202698587,6290027.04360187,35 WRIGHTS ROAD LITHGOW
790407.474768125,6289741.93526597,14 THORNTON AVENUE BOWENFELS
783963.20560992,6298644.7412048,28 HENNING CRESCENT WALLERAWANG
793062.219229757,6291178.30920565,27 SANDFORD AVENUE LITHGOW
790746.521075082,6288671.87479709,2 FAIRVIEW DRIVE SOUTH BOWENFELS
790383.203454415,6289643.11951907,6 SHAWCROSS CLOSE BOWENFELS
790359.769138549,6289650.64550955,7 SHAWCROSS CLOSE BOWENFELS
777212.305794004,6305481.49782008,4 VALE STREET PORTLAND
790454.606799743,6289817.34607339,6 THORNTON AVENUE BOWENFELS
797601.597788849,6278355.48126776,289 COXS RIVER ROAD LITTLE HARTLEY
783990.673287587,6298536.41435277,51 HENNING CRESCENT WALLERAWANG
777247.245145484,6305472.92002867,8 VALE STREET PORTLAND
790398.352757124,6289599.73020558,3 JAMES O'DONNELL DRIVE BOWENFELS
790402.25624523,6289701.04092273,2 SHAWCROSS CLOSE BOWENFELS
783981.005273005,6298734.61022455,16 HENNING CRESCENT WALLERAWANG
793586.519407208,6290648.54964093,20 ESKBANK STREET LITHGOW
778874.37606071,6305044.43061536,7 RUSSELL STREET PORTLAND
783983.627428826,6299025.48909087,10 RYDAL ROAD WALLERAWANG
777040.916203512,6305292.74555509,24A LIME STREET PORTLAND
783966.172093613,6298659.71891829,26 HENNING CRESCENT WALLERAWANG
783893.529076681,6298547.07860732,41 HENNING CRESCENT WALLERAWANG
777321.779463863,6306661.35066022,14 CREEK STREET PORTLAND
777295.725825746,6305240.87762409,5 GREEN STREET PORTLAND
793071.725360696,6290759.28299169,193-197 MAIN STREET LITHGOW
783936.126849154,6298785.20044038,9 HENNING CRESCENT WALLERAWANG
783988.5868755,6298577.55490996,33 FITZGERALD STREET WALLERAWANG
776032.66598929,6306313.18464765,87 WILLIWA CREEK ROAD PORTLAND
792648.362494414,6290183.9990052,10 WRIGHTS ROAD LITHGOW
790402.804523413,6289822.54698815,5 THORNTON AVENUE BOWENFELS
784026.36499985,6298895.51925745,16 HENRIETTA STREET WALLERAWANG
792312.657686897,6290368.90990655,44 CUPRO STREET LITHGOW
783895.571973704,6298582.39312508,37 HENNING CRESCENT WALLERAWANG
790061.762504187,6292513.79032756,17A GREAT WESTERN HIGHWAY BOWENFELS
791033.046544873,6289908.060869,90 LANDA STREET BOWENFELS
792348.500538345,6290641.28599321,285 MAIN STREET LITHGOW
783993.105296626,6299072.77768366,4 RYDAL ROAD WALLERAWANG
793970.147379177,6328675.96631529,4 CROWN STATION ROAD GLEN DAVIS
779821.104552718,6306950.65841722,496 BACK CULLEN BULLEN ROAD PORTLAND
793063.650834579,6290842.64005404,7 GRAY STREET LITHGOW
792649.424699957,6290191.40690319,8 WRIGHTS ROAD LITHGOW
790424.392357467,6289656.18788537,4 SHAWCROSS CLOSE BOWENFELS
783938.627651783,6298546.55514164,45 HENNING CRESCENT WALLERAWANG
790414.633915628,6289869.06473751,1 THORNTON AVENUE BOWENFELS
789823.472433488,6287499.43714424,60 OLD BATHURST ROAD SOUTH BOWENFELS
790851.770210973,6290031.38954767,108 LANDA STREET BOWENFELS
790395.793474473,6289794.67451225,7 THORNTON AVENUE BOWENFELS
783904.262342315,6298625.85142402,31 HENNING CRESCENT WALLERAWANG
793021.615435668,6285942.75481827,3084 GREAT WESTERN HIGHWAY HARTLEY
790674.911135413,6288748.13404728,975B GREAT WESTERN HIGHWAY SOUTH BOWENFELS
790372.434545435,6289704.38398481,1 SHAWCROSS CLOSE BOWENFELS
793245.197973962,6291143.07699422,34 HAYLEY STREET LITHGOW
783920.121433589,6298550.16101589,43 HENNING CRESCENT WALLERAWANG
783986.938181417,6298764.56653666,12 HENNING CRESCENT WALLERAWANG
776682.587707221,6305321.25572916,37 KILN STREET PORTLAND
778026.073284293,6305138.30428173,19 PAINE STREET PORTLAND
778834.713206482,6305051.76725783,3 RUSSELL STREET PORTLAND
783918.746493107,6298698.28284833,21 HENNING CRESCENT WALLERAWANG
790862.970334313,6290060.34765992,112 LANDA STREET BOWENFELS
784789.190317096,6298406.41291385,37 CARY AVENUE WALLERAWANG
783901.365601856,6298611.3653013,33 HENNING CRESCENT WALLERAWANG
790834.261780517,6289986.06164763,102 LANDA STREET BOWENFELS
793759.823999772,6290410.58850896,7 PAU STREET LITHGOW
793584.546691456,6290657.08906977,22 ESKBANK STREET LITHGOW
784826.258850536,6298585.40744474,19 CARY AVENUE WALLERAWANG
783963.595239643,6298957.45530001,14 RYDAL ROAD WALLERAWANG
783892.332598735,6298566.21624477,39 HENNING CRESCENT WALLERAWANG
793216.09993646,6291053.63891736,15 PADLEY STREET LITHGOW
790857.555361605,6290045.84013211,110 LANDA STREET BOWENFELS
790459.770791717,6289840.81713334,4 THORNTON AVENUE BOWENFELS
793814.046081507,6290964.92785586,67 BRIDGE STREET LITHGOW
790375.334552696,6289605.97965435,5 JAMES O'DONNELL DRIVE BOWENFELS
784040.128577293,6298568.55335708,34 FITZGERALD STREET WALLERAWANG
777323.125497856,6306703.86984874,16 CREEK STREET PORTLAND
792073.092237565,6289951.57961515,84 WRIGHTS ROAD LITHGOW
778705.774165947,6304880.06526276,9 LAWSON STREET PORTLAND
790769.991431097,6348469.69667748,4 NOOLA ROAD BOGEE
791452.260252288,6349405.00320019,126 NOOLA ROAD BOGEE
789859.930603939,6348941.39318271,2379 GLEN ALICE ROAD BOGEE
804027.699072599,6274457.06979982,36 ADA ROAD BLACKHEATH
804071.388429719,6274513.79553983,35 ADA ROAD BLACKHEATH
801854.275828466,6278121.91678246,21-23 INNES ROAD MOUNT VICTORIA
801641.255639524,6277861.47987189,77 KANIMBLA VALLEY ROAD MOUNT VICTORIA
801215.01950589,6279175.32780756,157 VICTORIA STREET MOUNT VICTORIA
801603.325627038,6278295.161436,40 KENNY STREET MOUNT VICTORIA
801570.923419245,6278392.8781822,23 KENNY STREET MOUNT VICTORIA
801057.67860792,6279170.21374501,175 VICTORIA STREET MOUNT VICTORIA
801093.433477653,6279196.5022393,17 GREAT WESTERN HIGHWAY MOUNT VICTORIA
801558.568098748,6278401.84901937,21 KENNY STREET MOUNT VICTORIA
801467.918030044,6278726.84442658,101 VICTORIA STREET MOUNT VICTORIA
801093.925511074,6279047.10486745,216 VICTORIA STREET MOUNT VICTORIA
801441.477178654,6278768.23598753,107 VICTORIA STREET MOUNT VICTORIA
801071.745581337,6279162.69713655,173 VICTORIA STREET MOUNT VICTORIA
801303.528327566,6278752.21987796,156 VICTORIA STREET MOUNT VICTORIA
801406.253055511,6278622.51348229,138 VICTORIA STREET MOUNT VICTORIA
800977.920874287,6279177.00916646,232 VICTORIA STREET MOUNT VICTORIA
801623.734971026,6278491.71961685,110 VICTORIA STREET MOUNT VICTORIA
791638.235751935,6289935.50614301,1A AMIENS STREET LITTLETON
792158.791160626,6290380.32299045,29 ACADEMY STREET LITHGOW
792149.59621942,6290330.21616206,19 ACADEMY STREET LITHGOW
793366.172664156,6290520.98905772,47 BENT STREET LITHGOW
794476.524006702,6290838.64006906,8 BLAXLAND STREET LITHGOW
794559.319141563,6290851.80649123,13 BLAXLAND STREET LITHGOW
794387.194818122,6291120.49623834,49 CHIFLEY ROAD LITHGOW
793686.497253669,6290654.70540252,8 BRIDGE STREET LITHGOW
790827.549936149,6289853.01426642,12 DARUK CRESCENT BOWENFELS
791086.833279581,6291098.03966198,2A CAROLINE AVENUE BOWENFELS
792424.408840613,6290364.668403,46 CALERO STREET LITHGOW
791565.67903674,6290650.01507714,50 ENFIELD AVENUE LITHGOW
794430.593587006,6291829.14844193,1A BURTON STREET LITHGOW
791615.117692044,6290566.52404501,45 ENFIELD AVENUE LITHGOW
792398.670293797,6291140.64744643,11 DAVY STREET HERMITAGE FLAT
792403.652943588,6291133.13287054,9 DAVY STREET HERMITAGE FLAT
790366.729393057,6288254.49154866,10 CASUARINA STREET SOUTH BOWENFELS
794246.559037223,6291149.73150748,28 CHIFLEY ROAD LITHGOW
794488.036203832,6290897.22121112,14 BLAXLAND STREET LITHGOW
791360.772995053,6290447.36010145,1063 GREAT WESTERN HIGHWAY BOWENFELS
795171.600293516,6291441.25230046,119 CHIFLEY ROAD CORNEY TOWN
793326.872416347,6291049.0403224,1C HAYLEY STREET LITHGOW
789803.466749331,6293445.39516645,3 GIRRAWEEN DRIVE MARRANGAROO
794458.963133203,6291830.25600742,178 INCH STREET LITHGOW
794477.778351602,6291867.43316041,186 INCH STREET LITHGOW
793541.17576547,6291193.2597574,20 CLARICE STREET LITHGOW
793049.175163285,6291734.67745329,6 IVATT STREET MCKELLARS PARK
793154.500906193,6291841.35647274,7 IVATT STREET MCKELLARS PARK
792693.272445705,6290560.12681543,138 HASSANS WALLS ROAD LITHGOW
793732.237561828,6290991.50789022,17 MAIN STREET LITHGOW
793155.907299144,6291860.18134452,9 IVATT STREET MCKELLARS PARK
794209.717170523,6291035.53968249,120 MORT STREET LITHGOW
791495.374870003,6290581.92820486,36 MUSKET PARADE LITHGOW
793280.112429289,6290670.34962752,58 LETT STREET LITHGOW
792940.476118736,6290682.35507834,34 LITHGOW STREET LITHGOW
792908.514003898,6290798.73345758,8 JAMES STREET LITHGOW
791788.763076048,6290592.16945013,103 MARTINI PARADE LITHGOW
794728.703506816,6291319.03683916,54 CLWYDD STREET VALE OF CLWYDD
792688.130414186,6290729.47970229,229 MAIN STREET LITHGOW
791434.577181937,6290605.16083353,31 MUSKET PARADE LITHGOW
793305.718169878,6290732.83942697,209 MORT STREET LITHGOW
795309.495597104,6290618.76478163,7 REDGATE STREET VALE OF CLWYDD
791433.593621646,6289749.19795545,6 PASSCHENDALE STREET LITTLETON
792453.825998795,6290132.05474475,25 METHVEN STREET LITHGOW
792393.546156019,6290143.06942353,31 METHVEN STREET LITHGOW
791072.018445701,6291324.20967834,26 LOCKYER STREET BOWENFELS
792542.623734104,6291249.89597544,31 STEPHENSON STREET HERMITAGE FLAT
790565.016471845,6288227.51295555,2 ROBINIA DRIVE SOUTH BOWENFELS
790972.887598244,6290878.87668935,46 OUTER CRESCENT BOWENFELS
791014.735276222,6290878.17199697,45 OUTER CRESCENT BOWENFELS
791681.062281072,6290189.0320891,23 RIFLE PARADE LITHGOW
791112.711050364,6290916.22417415,36 TWEED ROAD BOWENFELS
791261.245922836,6290730.28747326,13 TWEED ROAD BOWENFELS
793360.535386016,6290587.97085847,42 BENT STREET LITHGOW
791185.108249121,6289433.65691152,50 AMIENS STREET LITTLETON
792166.747543374,6290423.38264227,37 ACADEMY STREET LITHGOW
792100.241974423,6290394.78180758,30 ACADEMY STREET LITHGOW
791598.313411985,6289274.24013986,9 BEAUFORT STREET LITTLETON
791661.77839727,6289316.39535273,19 BEAUFORT STREET LITTLETON
791623.942899468,6289291.15935636,13 BEAUFORT STREET LITTLETON
795445.91530917,6290553.14525803,19 BERRY STREET VALE OF CLWYDD
793468.089555295,6291467.13874243,19 BEYNON STREET LITHGOW
794180.270607853,6291075.29854262,9 CHIFLEY ROAD LITHGOW
795520.467875513,6292069.67461406,108 BELLS ROAD OAKEY PARK
793392.599066531,6290536.35708196,41 BENT STREET LITHGOW
792409.616076375,6291124.20508886,7 DAVY STREET HERMITAGE FLAT
791557.679557008,6289930.0842827,9 AMIENS STREET LITTLETON
792988.427887588,6292686.01508881,32 GELL STREET MCKELLARS PARK
793557.546755422,6291125.78772614,6 CLARICE STREET LITHGOW
792612.222230316,6290429.46647215,57 FERRO STREET LITHGOW
791541.403414822,6290577.96835671,42 ENFIELD AVENUE LITHGOW
792948.583538053,6291676.89573562,9 WILTON CLOSE MCKELLARS PARK
793345.287968275,6290579.193113,50 BENT STREET LITHGOW
793203.97411518,6290544.60625414,6 WARATAH STREET POTTERY ESTATE
791499.517983939,6290845.19976051,1113 GREAT WESTERN HIGHWAY LITHGOW
777744.600668478,6305227.90069099,4 BELLEVUE PLACE PORTLAND
789813.562038175,6293378.42782625,8 GIRRAWEEN DRIVE MARRANGAROO
792650.482801444,6290198.70437357,6 WRIGHTS ROAD LITHGOW
777136.671263098,6304935.40384939,33 ILFORD STREET PORTLAND
777089.671484095,6305241.63340709,27 COX STREET PORTLAND
777213.821726328,6306465.16479236,5 FOREST STREET PORTLAND
777274.7091688,6305123.35139142,25 GREEN STREET PORTLAND
776637.725303541,6305941.31266938,6 BURTON STREET PORTLAND
778297.649926397,6305438.72465204,1B COMMONWEALTH ROAD PORTLAND
778084.874035486,6305177.79337319,30 PIPER STREET PORTLAND
776773.856362543,6305347.91213389,8 KILN STREET PORTLAND
778370.619280163,6305603.13740475,2 LONG STREET PORTLAND
778893.929812881,6305040.83740825,9 RUSSELL STREET PORTLAND
777407.538454885,6305382.72945337,2 WALLERAWANG ROAD PORTLAND
777105.431388342,6304875.65986345,39 FALNASH STREET PORTLAND
777627.040231697,6294468.2140226,1940 GREAT WESTERN HIGHWAY MOUNT LAMBIE
771080.362689469,6299904.68063926,1404 SUNNY CORNER ROAD MEADOW FLAT
775503.158175277,6303926.72418415,145 MCMANUS ROAD PORTLAND
778452.447311938,6305780.81042161,7 COOK STREET PORTLAND
777370.23861564,6305054.70152444,69 WOLGAN STREET PORTLAND
777821.014922259,6305059.80350868,2 PURCELL STREET PORTLAND
778724.348204417,6305619.85762297,64 RAILWAY AVENUE PORTLAND
791874.816148143,6270745.07258504,149 CULLENBENBONG ROAD GANBENANG
778724.198079958,6304934.35704041,8 MAIN STREET PORTLAND
777407.538454885,6305382.72945337,2B WALLERAWANG ROAD PORTLAND
777407.538454885,6305382.72945337,2A WALLERAWANG ROAD PORTLAND
798361.100049279,6275321.33909068,348 BLACKHEATH CREEK ROAD KANIMBLA
796594.155242953,6279957.17377854,173 BAANERS LANE LITTLE HARTLEY
776620.004187359,6304946.70363681,18 RIDGE STREET PORTLAND
777796.84161634,6301772.02649933,846 RANGE ROAD PORTLAND
793720.122936367,6274550.83032684,148 KANIMBLA DRIVE KANIMBLA
777483.701842339,6305233.41552568,20 WALLERAWANG ROAD PORTLAND
796396.062655146,6284499.37779117,121 FRANKS PLACE HARTLEY
797491.194780078,6281517.20825308,20 COLLITS PLACE LITTLE HARTLEY
799499.528095562,6290657.290651,48 PETRA AVENUE CLARENCE
787860.552976025,6297013.89431852,61 GEMALONG CLOSE MARRANGAROO
786761.803511357,6302344.42787868,20 MADDOX LANE LIDSDALE
803035.071831178,6289781.00243298,327 CHIFLEY ROAD DARGAN
778277.258886985,6305499.09482362,115 WILLIWA STREET PORTLAND
778443.703462862,6305322.39004549,129 WILLIWA STREET PORTLAND
800275.255779301,6290180.02460151,28 DONALD ROAD CLARENCE
784777.449425253,6298595.78284279,20 COMMENS STREET WALLERAWANG
785813.079110006,6299308.45374856,4 BLAXLAND STREET WALLERAWANG
786991.056963846,6301217.10058618,2 SKELLY ROAD LIDSDALE
799755.057481725,6290917.10140053,223 KERMA CRESCENT CLARENCE
785203.686511048,6298458.99360276,44 LYON PARADE WALLERAWANG
777448.712963645,6305566.79572398,1C WOLGAN STREET PORTLAND
785253.137148639,6298997.97383395,3 CRIPPS AVENUE WALLERAWANG
785332.856214485,6299112.0808676,17 CRIPPS AVENUE WALLERAWANG
784821.91846942,6298564.49498341,21 CARY AVENUE WALLERAWANG
782949.711468928,6274248.51675734,119 HAMPTON ROAD HAMPTON
785130.645864212,6298588.99142523,18 HUME AVENUE WALLERAWANG
784499.194830401,6298674.95977011,5 JUNCTION STREET WALLERAWANG
784997.582985079,6298166.72102039,67 LYON PARADE WALLERAWANG
792681.134715449,6289749.55948729,24 HASSANS WALLS ROAD SHEEDYS GULLY
793636.057837988,6290507.79929912,25 HILL STREET LITHGOW
794534.897902708,6290975.3183288,7 JOHNSON STREET LITHGOW
794390.292600323,6291973.76961294,38 LAIDLEY STREET MORTS ESTATE
793721.869790253,6290988.57490967,21 MAIN STREET LITHGOW
793721.869790253,6290988.57490967,2/21 MAIN STREET LITHGOW
791874.164961723,6290438.12745635,26 MALVERN STREET LITHGOW
793750.832904998,6290998.33472631,11 MAIN STREET LITHGOW
791888.572682207,6290516.05414442,38 MALVERN STREET LITHGOW
794043.112411486,6290621.91828553,31 MAPLE CRESCENT LITHGOW
794700.203343696,6291234.38218709,19 KING STREET VALE OF CLWYDD
793151.173053517,6290790.20935073,171 MAIN STREET LITHGOW
792234.280427249,6290533.45440323,84 LAURENCE STREET LITHGOW
791348.876167633,6290258.38687326,71 MUSKET PARADE LITHGOW
793287.791534513,6290668.04565833,56 LETT STREET LITHGOW
790596.323884619,6288543.91814548,6 PROTEA PLACE SOUTH BOWENFELS
793635.882684611,6291295.09207173,8 READ AVENUE LITHGOW
794737.840587321,6291881.13102846,109 INCH STREET LITHGOW
792652.556312945,6290720.76456838,235 MAIN STREET LITHGOW
791459.443929799,6289182.63477147,11 VICKERS STREET LITTLETON
793154.889332559,6291038.80640169,12 PADLEY STREET LITHGOW
793013.42274868,6291695.92845304,3 WILTON CLOSE MCKELLARS PARK
777018.506340799,6308319.70592366,62A PARK VIEW AVENUE PORTLAND
793509.512066385,6291265.74885164,47 READ AVENUE LITHGOW
793010.2312465,6291145.45952425,16 SANDFORD AVENUE LITHGOW
792984.776893306,6291315.30972317,28 SANDFORD AVENUE LITHGOW
794426.816772936,6291190.05684552,8 SPRING STREET LITHGOW
793801.184918355,6291368.37646403,33 TANK STREET LITHGOW
792949.906886028,6290576.25334376,20 LITHGOW STREET LITHGOW
782631.310212911,6312965.07757542,2597 CASTLEREAGH HIGHWAY CULLEN BULLEN
782588.252977013,6311357.45213072,3 PINE TREE AVENUE CULLEN BULLEN
793199.569311633,6291781.84484615,82 SANDFORD AVENUE LITHGOW
778775.852899408,6305528.54498593,19 ROWSELL STREET PORTLAND
778153.02455703,6305629.04489834,101 WILLIWA STREET PORTLAND
778285.738247011,6309418.95848997,477 PORTLAND CULLEN BULLEN ROAD PORTLAND
791435.597972526,6267691.90755496,165 TABLE ROCK ROAD GANBENANG
790944.919295338,6291037.37373841,54 TWEED ROAD BOWENFELS
776520.745682588,6304981.52056561,1B FALNASH STREET PORTLAND
777862.242735184,6305435.49720804,2 BATE STREET PORTLAND
793262.770413439,6290559.981379,9 WARATAH STREET POTTERY ESTATE
797722.321839748,6281294.66588599,35 AMBERMERE DRIVE LITTLE HARTLEY
782592.591423769,6311378.3911625,5 PINE TREE AVENUE CULLEN BULLEN
791100.351422659,6289131.52547083,28 FIRST STREET SOUTH LITTLETON
798023.640085727,6283102.07556317,35 SUNRAY AVENUE LITTLE HARTLEY
796198.64538645,6283352.66260534,43 MID HARTLEY ROAD HARTLEY
792876.919522375,6272398.14238458,50 MARSDEN VIEW CLOSE KANIMBLA
790059.034715203,6274612.88548951,194 LOWTHER SIDING ROAD LOWTHER
798718.332938501,6290864.53719523,214 DONALD ROAD CLARENCE
778224.087759902,6306042.09488469,30 HIGH STREET PORTLAND
